harvest,season,date,location,point,disturb,slash,fern,herb,native_cov,native_spp,invasive_cov,invasive_spp,mid_cov,mid_spp,upper_cov,upper_spp,vine_cov,vine_spp,baf,oakhick,beech,maple,birch,hdwd,conifer,comm_sdl,comments
gasline,2021,2022.05.24,i,853,a,m,h,m,h,915,a,NA,h,541,a,NA,m,buck,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.05.24,i,854,a,p,p,l,m,915,a,NA,m,531,a,NA,m,buck,10,0,0,0,0,0,0,NA,NA
gasline,2021,2022.05.24,p,806,a,p,l,p,h,915,a,NA,h,761,a,NA,m,viti,10,0,0,0,0,0,0,2,NA
gasline,2021,2022.05.24,p,807,p,p,m,m,h,915,a,NA,m,761,a,NA,a,NA,10,0,0,0,0,0,0,2,NA
gasline,2021,2022.05.24,p,808,a,p,l,l,l,915,p,635,h,372,l,318,a,NA,10,0,0,1,0,0,0,1,NA
gasline,2021,2022.05.25,p,809,a,a,p,l,h,915,a,NA,h,866,l,318,a,NA,10,0,0,2,0,0,0,1,NA
gasline,2021,2022.05.25,p,810,a,p,p,a,p,915,a,NA,h,531,p,531,a,NA,10,0,0,0,0,0,0,2,NA
gasline,2021,2022.05.25,i,865,a,p,l,m,h,915,a,NA,m,372,a,NA,p,viti,10,0,0,1,0,0,0,2,NA
gasline,2021,2022.05.25,i,855,a,l,h,m,h,915,p,635,m,866,p,318,a,NA,10,0,0,1,0,0,0,1,NA
gasline,2021,2022.05.25,p,813,p,p,l,h,h,915,a,NA,h,866,a,NA,l,viti,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.05.25,p,812,p,l,l,m,m,915,a,NA,h,866,a,NA,p,viti,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.05.25,p,811,a,p,p,p,p,915,a,NA,h,372,a,NA,a,NA,10,0,0,0,0,0,0,NA,NA
gasline,2021,2022.05.25,i,875,a,l,m,m,h,915,a,NA,m,866,l,318,p,viti,10,0,0,1,0,0,0,3,NA
gasline,2021,2022.05.25,i,874,a,h,l,h,h,915,a,NA,l,866,a,NA,a,NA,10,0,0,0,0,0,0,NA,NA
gasline,2021,2022.05.26,i,852,a,l,h,m,m,915,a,NA,m,541,a,l,buck,NA,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.05.26,i,846,a,p,l,h,h,915,a,NA,m,318,a,a,NA,NA,10,0,0,1,0,0,0,NA,NA
gasline,2021,2022.05.26,i,841,a,m,h,m,h,915,a,NA,m,716,l,a,NA,NA,10,1,0,2,0,0,0,NA,NA
gasline,2021,2022.05.26,i,840,a,h,a,l,l,915,a,NA,h,746,l,a,NA,NA,10,1,0,0,0,1,0,2,NA
gasline,2021,2022.05.26,p,828,a,p,a,m,m,915,a,NA,h,746,a,p,viti,NA,10,0,0,0,0,0,0,3,NA
gasline,2021,2022.05.26,p,827,a,l,a,h,h,915,a,NA,m,746,a,a,NA,NA,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.05.26,i,848,l,p,p,h,p,915,a,NA,m,746,a,p,buck,NA,10,0,0,0,0,0,0,2,NA
gasline,2021,2022.05.26,i,847,a,m,p,h,h,915,a,NA,h,866,a,l,buck,NA,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.06.01,i,851,a,p,l,h,h,915,a,NA,h,541,l,318,l,viti,10,0,0,2,0,0,0,1,NA
gasline,2021,2022.06.01,i,850,a,p,m,h,h,915,a,NA,m,372,p,833,l,viti,10,1,0,0,0,0,0,1,NA
gasline,2021,2022.06.01,i,849,a,m,p,l,h,915,a,NA,h,761,p,318,m,buck,10,0,0,1,0,0,0,NA,NA
gasline,2021,2022.06.01,p,826,p,p,l,h,h,915,a,NA,m,372,a,NA,a,NA,10,0,0,0,0,0,0,2,NA
gasline,2021,2022.06.01,p,825,a,p,p,m,h,915,a,NA,h,761,a,NA,a,NA,10,1,0,0,0,0,0,NA,NA
gasline,2021,2022.06.01,p,824,a,a,l,m,h,915,a,NA,h,761,a,NA,p,viti,10,0,0,0,0,0,0,NA,NA
gasline,2021,2022.06.01,p,823,m,p,p,h,h,915,a,NA,h,743,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.06.01,p,822,m,a,a,h,l,915,a,NA,m,375,l,833,a,NA,10,1,0,1,0,0,0,2,NA
gasline,2021,2022.06.01,p,821,a,l,l,h,h,dilo,a,NA,h,761,p,833,l,viti,10,2,0,0,0,0,0,NA,NA
gasline,2021,2022.06.03,i,867,a,a,m,l,h,915,a,NA,m,372,a,NA,p,viti,10,0,0,0,0,0,0,2,NA
gasline,2021,2022.06.03,i,868,a,m,l,l,h,915,a,NA,h,866,a,NA,p,viti,10,0,0,0,0,0,0,NA,NA
gasline,2021,2022.06.03,i,869,a,a,l,m,h,915,a,NA,h,866,l,531,l,viti,10,0,1,0,0,0,0,1,NA
gasline,2021,2022.06.03,i,873,a,l,m,m,h,915,a,NA,l,866,p,318,l,viti,10,0,0,1,0,0,0,NA,NA
gasline,2021,2022.06.03,i,876,a,m,m,m,h,915,a,NA,m,866,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.06.03,p,814,a,l,l,m,h,915,a,NA,m,866,p,318,a,NA,10,1,0,1,0,0,0,NA,NA
gasline,2021,2022.06.03,i,877,a,l,m,m,h,dilo,a,NA,m,761,m,316,a,NA,10,1,0,1,0,0,0,1,NA
gasline,2021,2022.06.03,p,815,l,p,m,m,h,915,a,NA,h,761,a,NA,p,viti,10,0,0,0,0,0,0,NA,NA
gasline,2021,2022.06.06,i,872,a,m,h,l,h,915,a,NA,h,761,a,NA,p,viti,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.06.06,i,878,a,l,m,m,m,915,a,NA,m,743,a,NA,l,lath,10,1,0,0,0,0,0,1,NA
gasline,2021,2022.06.06,p,816,a,p,p,l,h,dilo,a,NA,h,761,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.06.06,p,817,a,l,p,m,m,915,a,NA,h,743,p,833,l,viti,10,3,0,0,0,0,0,3,NA
gasline,2021,2022.06.06,p,818,a,p,p,m,h,915,a,NA,h,761,a,NA,a,NA,10,1,0,0,0,1,0,1,NA
gasline,2021,2022.06.06,p,819,a,m,p,p,m,915,a,NA,h,761,p,833,a,NA,10,1,0,0,0,0,0,1,NA
gasline,2021,2022.06.06,p,820,a,p,p,m,h,915,a,NA,h,761,a,NA,a,NA,10,0,0,1,0,0,0,2,NA
gasline,2021,2022.06.06,i,879,a,l,p,j,m,915,a,NA,h,761,p,833,a,NA,10,2,0,0,0,0,0,1,NA
gasline,2021,2022.06.06,i,871,a,l,p,m,h,915,a,NA,m,866,p,318,a,NA,10,0,0,1,0,0,0,1,NA
gasline,2021,2022.06.06,i,870,p,m,m,l,h,915,a,NA,h,743,a,NA,a,NA,10,0,0,0,0,0,0,NA,NA
gasline,2021,2022.06.06,i,859,a,p,l,m,h,915,a,NA,h,761,a,NA,m,buck,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.06.07,i,860,l,l,l,h,m,915,a,NA,m,743,p,318,a,NA,10,0,0,1,0,0,0,1,NA
gasline,2021,2022.06.07,i,858,a,p,m,h,m,915,a,NA,m,743,l,318,p,buck,10,0,0,2,0,0,0,1,NA
gasline,2021,2022.06.07,i,861,a,l,l,h,h,915,a,NA,h,761,a,NA,a,NA,10,0,0,1,0,0,0,1,NA
gasline,2021,2022.06.07,i,857,a,p,h,l,h,915,a,NA,m,866,a,NA,l,buck,10,0,0,1,0,0,0,1,NA
gasline,2021,2022.06.07,i,862,l,h,m,m,h,915,a,NA,l,541,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
gasline,2021,2022.06.07,i,863,a,p,l,h,h,915,p,905,m,866,a,NA,p,viti,10,0,0,0,0,0,0,3,NA
gasline,2021,2022.06.07,i,856,m,l,m,h,m,915,a,NA,m,866,p,318,l,buck,10,0,0,1,0,0,0,1,NA
gasline,2021,2022.06.08,c,729,p,l,p,h,l,915,a,NA,l,316,l,833,a,NA,10,3,0,0,0,0,0,1,NA
gasline,2021,2022.06.08,c,730,p,m,l,h,h,915,a,NA,m,531,m,833,p,viti,10,2,0,0,0,0,0,2,NA
gasline,2021,2022.06.08,c,731,p,m,a,h,h,915,a,NA,m,316,l,833,p,viti,10,2,0,0,0,0,0,2,NA
gasline,2021,2022.06.08,c,732,p,h,p,l,h,915,a,NA,l,316,p,833,a,NA,10,1,0,0,0,0,0,1,NA
gasline,2021,2022.06.08,c,733,a,m,l,m,h,915,a,NA,m,316,l,833,a,NA,10,2,0,0,0,0,0,1,NA
gasline,2021,2022.06.10,c,734,a,l,l,h,l,915,a,NA,p,355,m,833,a,NA,10,4,0,0,0,0,0,3,NA
gasline,2021,2022.06.10,c,735,p,l,l,h,l,915,a,NA,m,746,l,833,l,conv,10,3,0,0,0,0,0,1,NA
gasline,2021,2022.06.10,c,736,m,l,p,h,h,915,a,NA,m,316,l,833,a,NA,10,1,0,0,0,0,0,NA,NA
gasline,2021,2022.06.10,c,737,p,l,p,h,l,915,a,NA,m,316,l,833,a,NA,10,2,0,0,0,0,1,2,NA
gasline,2021,2022.06.10,c,738,l,m,p,h,l,786,a,NA,m,833,h,833,a,NA,10,4,0,0,0,0,1,3,NA
gasline,2021,2022.06.10,c,739,p,l,m,m,m,915,a,NA,m,315,m,833,a,NA,10,6,0,0,0,0,0,1,NA
gasline,2021,2022.06.10,c,740,p,m,a,l,m,915,a,NA,l,372,l,833,a,NA,10,3,0,0,0,0,0,1,NA
gasline,2021,2022.06.10,c,741,a,l,m,m,m,915,a,NA,l,316,h,833,a,NA,10,5,0,0,0,0,0,1,NA
gasline,2021,2022.06.10,c,742,a,l,l,m,l,915,a,NA,l,316,h,833,a,NA,10,7,0,0,0,0,0,1,NA
gasline,2021,2022.06.10,c,743,p,l,p,m,h,915,a,NA,l,372,l,833,a,NA,10,2,0,0,0,0,0,NA,NA
gasline,2021,2022.06.10,c,744,l,m,p,h,m,915,a,NA,l,372,p,833,a,NA,10,2,0,0,0,1,0,1,NA
gasline,2021,2022.06.10,c,745,a,l,m,m,m,915,a,NA,l,315,p,531,a,NA,10,1,0,0,0,1,0,1,NA
recknagel,2021,2022.06.30,p,135,a,l,p,h,m,915,a,NA,m,701,m,316,a,NA,10,2,0,2,0,0,0,2,NA
recknagel,2021,2022.06.30,p,136,a,l,l,h,m,915,a,NA,p,316,p,318,a,NA,10,1,0,1,0,0,0,2,NA
recknagel,2021,2022.06.30,p,137,a,l,a,h,l,915,a,NA,p,316,m,833,a,NA,10,3,0,0,0,0,0,2,NA
recknagel,2021,2022.06.30,p,138,a,l,p,l,h,915,a,NA,m,866,p,833,l,viti,10,0,0,2,0,0,0,2,NA
recknagel,2021,2022.06.30,p,152,a,p,a,h,h,915,a,NA,p,316,a,NA,a,NA,10,1,0,0,0,0,0,3,NA
recknagel,2021,2022.06.30,p,139,a,p,a,l,h,915,a,NA,p,866,l,833,m,viti,10,3,0,0,0,0,0,2,NA
recknagel,2021,2022.06.30,p,140,a,p,p,p,h,915,a,NA,p,318,p,833,h,viti,10,3,0,0,0,0,0,1,NA
recknagel,2021,2022.06.30,p,141,p,l,a,m,h,915,a,NA,p,316,m,833,m,viti,10,4,0,0,0,0,0,2,NA
recknagel,2021,2022.06.30,p,142,l,p,l,m,m,915,a,NA,p,316,m,833,p,viti,10,4,0,0,0,0,0,4,NA
recknagel,2021,2022.06.30,p,143,a,l,p,h,m,915,a,NA,p,701,h,318,p,viti,10,3,0,2,0,0,0,1,NA
recknagel,2021,2022.06.30,i,172,a,l,a,h,m,915,a,NA,p,701,h,833,l,viti,10,7,0,0,0,1,0,1,NA
recknagel,2021,2022.06.30,p,144,p,p,a,h,p,915,a,NA,p,866,m,833,a,NA,10,3,0,0,0,0,0,2,NA
recknagel,2021,2022.06.30,p,145,a,l,l,h,m,915,p,635,l,701,l,318,a,NA,10,2,0,2,0,2,0,3,NA
recknagel,2021,2022.07.11,i,153,a,p,m,h,l,viac,a,NA,l,316,h,833,a,NA,10,6,0,1,0,0,0,3,NA
recknagel,2021,2022.07.11,i,154,p,l,p,h,l,915,a,NA,p,701,l,833,p,viti,10,3,0,0,0,1,1,1,NA
recknagel,2021,2022.07.11,i,155,a,l,p,l,h,915,a,NA,l,318,l,129,l,viti,10,0,0,0,0,0,0,1,NA
recknagel,2021,2022.07.11,i,156,a,p,a,h,l,915,a,NA,p,866,a,NA,l,viti,10,0,0,0,0,0,0,2,NA
recknagel,2021,2022.07.11,i,157,l,m,a,h,m,915,p,535,l,318,l,318,l,viti,10,0,0,1,0,1,0,1,NA
recknagel,2021,2022.07.11,i,158,a,l,a,l,m,915,a,NA,p,372,l,833,l,viti,10,4,0,1,0,0,0,1,NA
recknagel,2021,2022.07.11,i,164,a,l,p,m,m,915,a,NA,p,316,m,833,l,viti,10,5,0,0,0,0,0,2,NA
recknagel,2021,2022.07.11,i,170,a,p,p,l,h,915,a,NA,p,316,m,833,p,viti,10,2,0,0,0,0,0,2,NA
recknagel,2021,2022.07.11,i,171,p,l,a,h,p,915,a,NA,l,316,m,833,p,viti,10,1,0,2,0,1,0,1,NA
recknagel,2021,2022.07.11,p,146,a,p,a,h,l,915,a,NA,l,316,p,407,p,viti,10,2,0,0,0,0,0,3,NA
recknagel,2021,2022.07.11,p,147,a,p,a,h,m,915,a,NA,p,372,p,833,p,viti,10,4,0,0,0,0,0,2,NA
recknagel,2021,2022.07.11,p,148,p,p,p,h,m,915,a,NA,l,316,h,316,a,NA,10,1,0,3,0,0,0,1,NA
recknagel,2021,2022.07.11,p,149,p,p,a,h,m,915,a,NA,l,316,l,833,a,NA,10,2,0,1,0,0,0,2,NA
recknagel,2021,2022.07.12,i,159,a,m,a,h,m,915,a,NA,p,316,h,833,a,NA,10,5,0,0,0,0,0,4,NA
recknagel,2021,2022.07.12,i,160,a,h,p,h,m,915,a,NA,l,316,m,833,l,viti,10,4,0,0,0,0,0,2,NA
recknagel,2021,2022.07.12,i,161,p,h,p,h,m,915,a,NA,p,316,m,833,p,viti,10,4,0,0,0,0,0,3,NA
recknagel,2021,2022.07.12,i,162,a,m,l,h,m,915,a,NA,p,318,l,318,p,viti,10,0,0,1,0,0,0,1,NA
recknagel,2021,2022.07.12,i,163,a,m,p,m,h,915,a,NA,l,316,l,316,l,viti,10,0,0,1,0,0,0,NA,NA
recknagel,2021,2022.07.12,i,169,a,l,a,h,h,915,a,NA,l,316,l,833,p,viti,10,1,0,0,0,0,0,3,NA
recknagel,2021,2022.07.12,i,168,m,l,m,h,m,915,p,635,p,318,p,318,p,viti,10,1,0,0,0,1,0,2,NA
recknagel,2021,2022.07.12,i,167,p,l,a,h,m,915,p,535,l,318,l,316,p,viti,10,1,0,1,0,0,0,1,NA
recknagel,2021,2022.07.14,i,166,l,m,p,h,m,915,a,NA,l,316,l,833,a,NA,10,1,0,0,0,0,0,2,NA
recknagel,2021,2022.07.14,i,165,a,m,a,h,h,915,a,NA,m,316,m,318,m,viti,10,1,0,2,0,0,0,2,NA
recknagel,2021,2022.07.14,p,150,a,p,p,h,h,915,a,NA,l,316,p,316,p,viti,10,2,0,1,0,0,0,1,NA
recknagel,2021,2022.07.14,p,151,p,p,p,h,m,915,a,NA,m,316,m,833,p,viti,10,4,0,0,0,0,0,2,NA
redpine,2021,2022.07.19,p,880,p,l,a,h,h,915,a,NA,h,761,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.19,p,881,l,l,a,m,h,915,a,NA,h,761,a,NA,p,viti,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.19,i,341,a,m,a,h,m,915,a,NA,h,743,a,NA,l,viti,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.19,p,882,m,p,p,h,h,915,a,NA,h,743,a,NA,p,viti,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.19,i,337,a,p,a,h,h,915,p,635,l,761,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.19,i,334,a,m,l,h,h,915,p,635,l,316,a,NA,l,viti,10,0,0,0,0,0,0,2,NA
redpine,2021,2022.07.19,p,883,p,m,a,h,h,915,l,535,h,746,a,NA,l,viti,10,0,0,0,0,0,0,2,NA
redpine,2021,2022.07.19,p,884,a,p,a,h,h,915,a,NA,m,355,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.19,i,335,a,l,a,h,m,915,a,NA,h,746,a,NA,p,viti,10,0,0,0,0,0,0,2,NA
redpine,2021,2022.07.19,p,885,a,l,a,h,h,915,a,NA,h,743,a,NA,p,viti,10,1,0,0,0,0,0,1,NA
redpine,2021,2022.07.19,i,336,a,m,a,h,h,915,a,NA,h,743,a,NA,l,viti,10,1,0,0,0,0,0,1,NA
redpine,2021,2022.07.19,p,886,a,h,a,l,h,915,a,NA,h,746,a,NA,l,viti,10,0,0,0,0,0,0,3,NA
redpine,2021,2022.07.20,i,339,a,m,a,m,m,915,a,NA,m,316,a,NA,p,viti,10,0,0,0,0,0,0,2,NA
redpine,2021,2022.07.20,i,340,a,m,a,m,h,915,l,635,m,761,l,318,p,viti,10,0,0,1,0,0,1,3,NA
redpine,2021,2022.07.20,p,887,a,p,a,l,m,915,a,NA,h,761,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.20,p,888,a,p,a,h,l,915,a,NA,l,866,l,318,l,viti,10,0,0,1,0,0,0,3,NA
redpine,2021,2022.07.20,i,345,a,p,p,h,p,915,m,635,m,541,a,NA,p,viti,10,0,0,0,0,0,0,3,NA
redpine,2021,2022.07.20,p,889,a,l,p,h,m,915,a,NA,m,866,a,NA,p,viti,10,0,0,0,0,0,0,2,NA
redpine,2021,2022.07.21,p,892,m,l,a,h,m,915,a,NA,l,761,a,NA,l,viti,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.21,i,346,m,m,a,l,m,915,a,NA,l,761,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.21,i,342,a,p,a,h,m,915,a,NA,m,746,l,832,a,NA,10,3,0,0,0,0,0,1,NA
redpine,2021,2022.07.21,i,338,a,l,a,l,h,915,p,635,l,316,p,832,p,viti,10,1,0,0,0,0,0,2,NA
redpine,2021,2022.07.21,i,343,a,m,a,m,m,915,a,NA,l,743,m,832,a,NA,10,3,0,0,0,0,0,2,NA
redpine,2021,2022.07.21,i,344,a,l,l,h,h,915,a,NA,l,746,a,NA,a,NA,10,1,0,0,0,0,0,2,NA
redpine,2021,2022.07.21,i,348,l,l,l,m,h,915,a,NA,l,355,p,833,a,NA,10,1,0,0,0,0,0,2,NA
redpine,2021,2022.07.21,p,890,p,p,p,h,l,915,l,635,m,743,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.21,i,347,a,m,p,h,m,915,p,635,m,355,l,129,a,NA,10,0,0,0,0,0,1,2,NA
redpine,2021,2022.07.21,p,891,l,p,a,h,m,915,a,NA,l,743,a,NA,a,NA,10,1,0,0,0,0,0,2,NA
wedge,2021,2022.06.13,i,373,a,p,p,p,l,915,a,NA,m,761,h,833,a,NA,10,1,1,1,0,0,0,4,NA
wedge,2021,2022.06.13,p,966,a,l,p,h,h,915,a,NA,h,761,p,316,p,viti,10,0,0,1,0,0,0,4,NA
wedge,2021,2022.06.13,i,376,a,p,l,m,h,915,a,NA,h,761,p,316,a,NA,10,0,0,2,0,0,0,2,NA
wedge,2021,2022.06.13,p,967,a,l,l,m,h,915,a,NA,h,761,a,NA,a,NA,10,0,0,1,0,0,0,4,NA
wedge,2021,2022.06.13,i,380,a,l,m,m,h,915,a,NA,l,761,h,318,a,NA,10,0,0,8,0,0,0,3,NA
wedge,2021,2022.06.13,p,968,a,m,l,m,h,915,a,NA,l,951,l,318,p,viti,10,0,0,6,0,0,0,2,NA
wedge,2021,2022.06.13,i,381,a,h,l,h,h,915,a,NA,p,531,h,318,a,NA,10,0,0,8,0,0,0,3,NA
wedge,2021,2022.06.13,p,969,a,a,l,m,h,915,a,NA,h,761,a,NA,a,NA,10,0,0,1,0,0,0,3,NA
wedge,2021,2022.06.13,i,383,a,a,p,h,h,915,a,NA,h,761,p,318,a,NA,10,0,0,1,0,0,0,4,"""cleaned"""
wedge,2021,2022.06.13,p,970,l,a,l,h,m,915,a,NA,m,761,p,318,p,viti,10,0,0,1,0,0,0,3,NA
wedge,2021,2022.06.13,i,382,a,l,l,h,h,915,a,NA,h,761,p,318,a,NA,10,0,0,1,0,0,0,3,"""cleaned"""
wedge,2021,2022.06.13,i,378,a,l,m,m,h,915,a,NA,p,761,h,318,a,NA,10,0,0,9,0,0,0,3,"""cleaned"""
wedge,2021,2022.06.14,i,377,a,a,l,m,h,915,a,NA,h,761,p,318,a,NA,10,0,0,4,0,0,0,3,NA
wedge,2021,2022.06.14,i,374,a,l,p,l,h,915,a,NA,h,761,a,NA,p,viti,10,0,0,0,0,0,0,1,NA
wedge,2021,2022.06.14,p,971,a,m,l,h,h,915,p,635,l,761,p,318,l,viti,10,0,0,1,0,0,0,1,NA
wedge,2021,2022.06.14,i,379,a,l,p,h,m,915,a,NA,m,761,a,NA,p,viti,10,0,0,2,0,0,0,3,NA
wedge,2021,2022.06.14,i,375,l,l,p,h,h,915,a,NA,m,761,l,316,a,NA,10,0,0,4,0,0,0,2,"""cleaned"""
wedge,2021,2022.06.14,p,972,p,a,p,h,h,915,a,NA,h,761,a,NA,p,viti,10,0,0,0,0,0,0,2,NA
wedge,2021,2022.06.14,i,372,l,l,p,h,h,915,a,NA,m,761,p,531,p,viti,10,0,1,0,0,0,0,2,NA
wedge,2021,2022.06.14,p,973,a,l,p,h,l,915,p,635,m,743,a,NA,m,viti,10,0,0,1,0,0,0,1,NA
wedge,2021,2022.06.14,i,370,a,l,p,h,m,915,a,NA,h,743,p,318,l,viti,10,0,0,2,0,0,0,3,NA
wedge,2021,2022.06.14,p,974,a,p,p,h,p,915,p,535,m,743,l,316,l,viti,10,0,0,3,0,0,0,1,NA
wedge,2021,2022.06.14,i,371,a,m,l,l,h,915,a,NA,l,761,h,316,p,viti,10,0,0,5,0,0,0,4,"""cleaned"""
wedge,2021,2022.06.14,p,975,a,p,p,h,l,915,a,NA,m,743,l,316,p,viti,10,0,0,4,0,0,0,4,NA
circle,2021,2021.10.21,NA,284,l,a,a,m,m,915,a,NA,m,743,a,NA,a,NA,10,0,0,0,0,1,0,1,NA
circle,2021,2021.10.21,NA,285,l,l,p,l,m,915,a,NA,m,743,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
circle,2021,2021.10.21,NA,286,l,p,p,h,h,915,a,NA,l,316,a,NA,a,NA,10,0,0,0,0,0,0,2,NA
circle,2021,2021.10.21,NA,287,l,p,p,h,m,915,a,NA,p,761,a,NA,a,NA,10,0,0,0,0,0,0,2,NA
circle,2021,2021.10.21,NA,288,p,p,l,h,m,915,a,NA,l,761,a,NA,a,NA,10,0,0,0,0,0,0,2,NA
circle,2021,2021.10.21,NA,290,a,l,p,m,m,915,a,NA,m,761,a,NA,a,NA,10,0,0,0,0,0,0,2,NA
circle,2021,2021.10.21,NA,291,a,p,a,m,m,915,a,NA,m,761,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
circle,2021,2021.10.21,NA,292,p,p,a,m,h,915,a,NA,m,316,a,NA,a,NA,10,0,0,0,0,0,0,2,NA
circle,2021,2021.10.21,NA,293,l,p,l,a,m,915,l,905,p,316,a,NA,a,NA,10,0,0,1,0,0,0,1,NA
circle,2021,2021.10.21,NA,294,p,p,p,h,m,915,a,NA,p,372,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
circle,2021,2021.10.21,NA,295,p,p,a,m,h,915,a,NA,p,761,a,NA,a,NA,10,0,0,0,0,0,0,1,"""no invasive"""
circle,2021,2021.10.21,NA,296,l,p,p,h,h,915,a,NA,p,761,a,NA,a,NA,10,1,0,0,0,0,0,1,NA
circle,2021,2021.10.21,NA,297,l,p,p,h,h,915,a,NA,p,951,a,NA,a,NA,10,0,0,1,0,0,0,1,NA
circle,2021,2021.10.21,NA,298,p,l,p,h,h,915,a,NA,p,761,a,NA,a,NA,10,1,0,0,0,0,0,NA,NA
circle,2021,2021.10.21,NA,299,p,l,p,m,h,915,a,NA,l,761,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
circle,2021,2021.10.21,NA,200,m,p,p,h,m,915,a,NA,p,316,a,NA,a,NA,10,0,0,2,0,0,0,1,NA
circle,2021,2021.10.25,NA,401,l,p,p,h,m,915,p,635,l,951,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
circle,2021,2021.10.25,NA,402,m,p,a,h,m,866,p,635,l,701,a,NA,a,NA,10,0,0,0,0,0,0,NA,NA
circle,2021,2021.10.25,NA,403,l,l,p,h,l,915,a,NA,l,701,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
circle,2021,2021.10.25,NA,404,p,l,p,h,l,866,a,NA,l,743,a,NA,a,NA,10,0,0,0,0,0,0,NA,NA
circle,2021,2021.10.25,NA,405,p,m,p,h,m,915,a,NA,l,743,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
circle,2021,2021.10.25,NA,406,p,l,a,h,l,915,p,635,p,701,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
circle,2021,2021.10.25,NA,407,p,p,a,h,l,915,p,635,l,316,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
circle,2021,2021.10.25,NA,408,l,p,a,h,m,915,a,NA,p,316,a,NA,a,NA,10,1,0,0,0,0,0,NA,NA
rectangle1,2021,2022.01.05,c,409,l,m,a,m,l,915,p,905,a,NA,m,833,a,NA,10,1,0,5,0,0,0,1,NA
rectangle1,2021,2022.01.05,c,410,p,l,a,h,l,915,a,NA,a,NA,m,318,a,NA,10,1,0,5,0,1,0,NA,NA
rectangle1,2021,2022.01.05,c,411,m,l,m,h,l,915,a,NA,a,NA,l,318,a,NA,10,2,0,5,0,0,0,1,NA
rectangle1,2021,2022.01.05,c,412,p,l,l,m,l,915,a,NA,a,NA,m,951,a,NA,10,3,0,2,0,1,0,1,NA
rectangle1,2021,2022.01.05,c,413,p,l,p,h,l,915,a,NA,a,NA,m,318,a,NA,10,3,0,3,0,0,0,1,NA
rectangle1,2021,2022.01.05,c,414,l,m,p,m,p,915,a,NA,a,NA,m,318,a,NA,10,2,0,2,0,0,0,1,NA
rectangle1,2021,2022.01.05,c,415,l,l,p,h,l,915,a,NA,p,951,m,318,a,NA,10,1,0,3,0,2,0,2,NA
rectangle1,2021,2022.01.05,c,416,l,l,p,h,m,915,a,NA,a,NA,m,762,a,NA,10,1,0,2,0,1,0,NA,NA
rectangle2,2021,2022.01.12,c,433,p,m,p,h,l,915,p,905,a,NA,l,407,a,NA,10,2,0,2,0,1,0,1,NA
rectangle2,2021,2022.01.12,c,434,p,m,p,h,m,915,a,NA,a,NA,p,318,a,NA,10,0,0,2,0,0,0,1,NA
rectangle2,2021,2022.01.12,c,435,a,l,p,h,l,915,a,NA,a,NA,m,318,a,NA,10,0,0,3,0,2,0,1,NA
rectangle2,2021,2022.01.12,c,436,a,p,p,h,l,915,a,NA,a,NA,l,402,a,NA,10,1,0,3,0,1,0,1,NA
rectangle2,2021,2022.01.12,c,437,p,m,l,h,p,915,a,NA,a,NA,h,318,a,NA,10,3,0,1,0,1,0,1,NA
rectangle2,2021,2022.01.12,c,438,m,p,p,h,p,915,a,NA,a,NA,m,318,a,NA,10,2,0,3,0,0,0,1,NA
rectangle2,2021,2022.01.12,c,439,p,p,m,h,p,915,a,NA,a,NA,h,951,a,NA,10,0,0,4,0,2,0,2,NA
