harvest,season,date,point,disturb,slash,fern,herb,low_cov,low_spp,inv_cov,invasive_spp,mid_cov,mid_spp,upper_cov,upper_spp,vine_cov,vine_spp,baf,oakhick,beech,maple,birch,hdwd,conifer,ba,comm_sdl,spp,origin,native_cov,native_spp,invasive_cov,location,TRMT,first,year,numb_yrs_grow
gas_line,2019,2020.04.22,879,l,l,a,m,m,rubu,a,NA,p,761,p,833,a,NA,10,1,NA,NA,NA,NA,NA,10,NA,004,s,NA,NA,NA,interior,inside,2017,2019,3
gas_line,2020,2021.05.19,879,p,p,a,h,NA,NA,NA,NA,p,743,p,833,a,NA,10,2,0,0,0,0,0,NA,1,004,s,h,rubu,a,interior,inside,2017,2020,4
gas_line,2021,2021.05.19,879,p,p,a,h,NA,NA,NA,NA,p,743,p,833,a,NA,10,2,0,0,0,0,0,NA,1,004,s,h,rubu,a,interior,inside,2017,2021,5
gas_line,2022,2022.11.03,879,NA,NA,l,h,NA,NA,NA,NA,h,761,l,833,a,NA,10,NA,NA,NA,NA,NA,NA,NA,1,004,s,m,915,a,interior,inside,2017,2022,6
red_pine,2019,2020.05.27,334,p,h,p,h,m,rubu,p,loni,p,355,a,NA,p,viti,10,NA,NA,NA,NA,NA,NA,0,37,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.01,334,p,h,p,h,NA,NA,NA,635,p,316,a,NA,p,999,10,0,0,0,0,0,0,NA,4,004,s,m,rubu,p,interior,inside,2017,2020,4
red_pine,2021,2021.06.01,334,p,h,p,h,NA,NA,NA,635,p,316,a,NA,p,999,10,0,0,0,0,0,0,NA,4,004,s,m,rubu,p,interior,inside,2017,2021,5
red_pine,2022,NA,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.06.01,335,l,l,a,h,l,rubu,a,NA,h,740,a,NA,p,viti,10,NA,NA,NA,NA,NA,NA,0,19,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.01,335,a,m,a,m,NA,NA,NA,NA,a,NA,a,NA,p,999,10,0,0,0,0,0,0,NA,3,004,s,m,rubu,a,interior,inside,2017,2020,4
red_pine,2021,2021.06.01,335,a,m,a,m,NA,NA,NA,NA,a,NA,a,NA,p,999,10,0,0,0,0,0,0,NA,3,004,s,m,rubu,a,interior,inside,2017,2021,5
red_pine,2022,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.06.01,336,a,h,a,l,l,rubu,p,loni,h,740,p,833,p,viti,10,1,NA,NA,NA,NA,NA,10,54,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.01,336,a,h,a,l,NA,NA,NA,NA,l,316,a,NA,l,999,10,0,0,0,0,0,0,NA,3,004,s,m,rubu,a,interior,inside,2017,2020,4
red_pine,2021,2021.06.01,336,a,h,a,l,NA,NA,NA,NA,l,316,a,NA,l,999,10,0,0,0,0,0,0,NA,3,004,s,m,rubu,a,interior,inside,2017,2021,5
red_pine,2022,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.05.27,337,a,l,a,h,m,rubu,p,elae,p,761,a,NA,a,NA,10,NA,NA,NA,NA,NA,NA,0,15,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.01,337,a,p,a,h,NA,NA,NA,635,p,761,a,NA,a,NA,10,0,0,0,0,0,0,NA,1,004,s,m,rubu,p,interior,inside,2017,2020,4
red_pine,2021,2021.06.01,337,a,p,a,h,NA,NA,NA,635,p,761,a,NA,a,NA,10,0,0,0,0,0,0,NA,1,004,s,m,rubu,p,interior,inside,2017,2021,5
red_pine,2022,NA,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.06.01,338,p,m,a,m,m,rubu,a,NA,p,316,p,832,p,viti,10,1,NA,NA,NA,NA,NA,10,NA,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.02,338,a,m,a,m,NA,NA,NA,635,p,316,p,832,a,NA,10,1,0,0,0,0,0,NA,2,004,s,m,rubu,p,interior,inside,2017,2020,4
red_pine,2021,2021.06.02,338,a,m,a,m,NA,NA,NA,635,p,316,p,832,a,NA,10,1,0,0,0,0,0,NA,2,004,s,m,rubu,p,interior,inside,2017,2021,5
red_pine,2022,NA,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.06.01,339,l,h,a,m,m,rubu,a,NA,p,541,p,762,a,NA,10,NA,NA,NA,NA,NA,NA,0,22,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.02,339,l,m,a,m,NA,NA,NA,NA,l,316,a,NA,a,NA,10,0,0,0,0,0,0,NA,3,004,s,l,rubu,a,interior,inside,2017,2020,4
red_pine,2021,2021.06.02,339,l,m,a,m,NA,NA,NA,NA,l,316,a,NA,a,NA,10,0,0,0,0,0,0,NA,3,004,s,l,rubu,a,interior,inside,2017,2021,5
red_pine,2022,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.06.08,340,p,m,p,m,m,rubu,a,NA,l,761,l,318,p,viti,10,NA,NA,1,NA,NA,1,20,41,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.01,340,a,m,a,l,NA,NA,NA,NA,l,761,p,318,p,999,10,0,0,1,0,0,1,NA,3,004,s,m,rubu,a,interior,inside,2017,2020,4
red_pine,2021,2021.06.01,340,a,m,a,l,NA,NA,NA,NA,l,761,p,318,p,999,10,0,0,1,0,0,1,NA,3,004,s,m,rubu,a,interior,inside,2017,2021,5
red_pine,2022,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.05.27,341,p,m,a,m,m,rubu,p,loni,l,740,a,NA,p,viti,10,NA,NA,NA,NA,NA,NA,0,7,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.01,341,a,l,a,m,NA,NA,NA,NA,a,NA,a,NA,p,999,10,0,0,0,0,0,0,NA,1,004,s,l,rubu,a,interior,inside,2017,2020,4
red_pine,2021,2021.06.01,341,a,l,a,m,NA,NA,NA,NA,a,NA,a,NA,p,999,10,0,0,0,0,0,0,NA,1,004,s,l,rubu,a,interior,inside,2017,2021,5
red_pine,2022,NA,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.06.09,342,p,p,a,h,l,rubu,a,NA,m,746,m,832,a,NA,10,3,NA,NA,NA,NA,NA,30,41,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.02,342,a,l,a,h,NA,NA,NA,NA,m,746,p,832,a,NA,10,2,0,0,0,0,0,NA,2,004,s,l,rubu,a,interior,inside,2017,2020,4
red_pine,2021,2021.06.02,342,a,l,a,h,NA,NA,NA,NA,m,746,p,832,a,NA,10,2,0,0,0,0,0,NA,2,004,s,l,rubu,a,interior,inside,2017,2021,5
red_pine,2022,NA,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.06.09,343,p,l,a,m,l,vacc,a,NA,p,743,m,833,a,NA,10,2,NA,NA,NA,NA,NA,20,7,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.02,343,a,m,a,m,NA,NA,NA,NA,p,743,l,833,a,NA,10,2,0,0,0,0,0,NA,2,004,s,p,rubu,a,interior,inside,2017,2020,4
red_pine,2021,2021.06.02,343,a,m,a,m,NA,NA,NA,NA,p,743,l,833,a,NA,10,2,0,0,0,0,0,NA,2,004,s,p,rubu,a,interior,inside,2017,2021,5
red_pine,2022,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.06.09,344,a,m,p,h,m,rubu,a,NA,m,746,p,832,a,NA,10,1,NA,NA,NA,NA,NA,10,18,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.02,344,a,m,a,h,NA,NA,NA,NA,p,316,a,NA,a,NA,10,1,0,0,0,0,0,NA,2,004,s,l,rubu,a,interior,inside,2017,2020,4
red_pine,2021,2021.06.02,344,a,m,a,h,NA,NA,NA,NA,p,316,a,NA,a,NA,10,1,0,0,0,0,0,NA,2,004,s,l,rubu,a,interior,inside,2017,2021,5
red_pine,2022,NA,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.05.28,345,a,m,a,h,l,rubu,l,loni,p,591,a,NA,a,NA,10,NA,NA,NA,NA,NA,NA,0,69,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.02,345,a,l,a,h,NA,NA,NA,635,m,541,a,NA,a,NA,10,0,0,0,0,0,0,NA,3,004,s,p,rubu,m,interior,inside,2017,2020,4
red_pine,2021,2021.06.02,345,a,l,a,h,NA,NA,NA,635,m,541,a,NA,a,NA,10,0,0,0,0,0,0,NA,3,004,s,p,rubu,m,interior,inside,2017,2021,5
red_pine,2022,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.05.28,346,m,m,p,m,l,rubu,a,NA,l,740,a,NA,a,NA,10,NA,NA,NA,NA,NA,NA,0,12,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.02,346,m,m,a,m,NA,NA,NA,635,m,743,a,NA,a,NA,10,0,0,0,0,0,0,NA,1,004,s,l,rubu,p,interior,inside,2017,2020,4
red_pine,2021,2021.06.02,346,m,m,a,m,NA,NA,NA,635,m,743,a,NA,a,NA,10,0,0,0,0,0,0,NA,1,004,s,l,rubu,p,interior,inside,2017,2021,5
red_pine,2022,NA,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.05.28,347,p,m,a,h,m,rubu,a,NA,l,740,p,129,a,NA,10,NA,NA,NA,NA,NA,1,10,16,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.02,347,a,l,a,m,NA,NA,NA,NA,a,NA,l,129,a,NA,10,0,0,0,0,0,1,NA,2,004,s,m,rubu,a,interior,inside,2017,2020,4
red_pine,2021,2021.06.02,347,a,l,a,m,NA,NA,NA,NA,a,NA,l,129,a,NA,10,0,0,0,0,0,1,NA,2,004,s,m,rubu,a,interior,inside,2017,2021,5
red_pine,2022,NA,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.05.28,348,l,l,l,m,m,rubu,a,NA,p,355,a,NA,a,NA,10,1,NA,NA,NA,NA,NA,10,23,004,s,NA,NA,NA,interior,inside,2017,2019,3
red_pine,2020,2021.06.02,348,l,l,l,m,NA,NA,NA,NA,m,355,p,833,a,NA,10,1,0,0,0,0,0,NA,3,004,s,l,rubu,a,interior,inside,2017,2020,4
red_pine,2021,2021.06.02,348,l,l,l,m,NA,NA,NA,NA,m,355,p,833,a,NA,10,1,0,0,0,0,0,NA,3,004,s,l,rubu,a,interior,inside,2017,2021,5
red_pine,2022,NA,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,interior,inside,2017,2022,6
red_pine,2019,2020.07.17,746,m,p,l,m,l,rubu,a,NA,l,531,l,832,a,NA,10,4,NA,1,NA,NA,NA,50,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,746,l,l,m,h,NA,NA,NA,NA,p,316,l,832,a,NA,10,5,0,1,0,0,0,NA,2,004,s,m,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.08,746,l,l,m,h,NA,NA,NA,NA,p,316,l,832,a,NA,10,5,0,1,0,0,0,NA,2,004,s,m,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.17,747,m,a,l,h,m,rubu,a,NA,p,832,p,832,a,NA,10,3,NA,NA,NA,NA,NA,30,10,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,747,p,a,m,h,NA,NA,NA,NA,p,701,a,NA,p,999,10,3,0,0,0,0,0,NA,3,004,s,h,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.08,747,p,a,m,h,NA,NA,NA,NA,p,701,a,NA,p,999,10,3,0,0,0,0,0,NA,3,004,s,h,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.17,748,m,a,m,h,m,rubu,a,NA,p,261,p,261,a,NA,10,3,NA,NA,NA,NA,1,40,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,748,p,a,m,h,NA,NA,NA,NA,a,NA,a,NA,a,NA,10,3,0,0,0,0,1,NA,1,004,s,m,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.08,748,p,a,m,h,NA,NA,NA,NA,a,NA,a,NA,a,NA,10,3,0,0,0,0,1,NA,1,004,s,m,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.17,750,l,p,p,h,l,rubu,a,NA,p,261,l,832,a,NA,10,2,NA,NA,NA,NA,2,40,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,750,l,l,l,h,NA,NA,NA,NA,p,261,p,832,a,NA,10,3,0,0,0,0,1,NA,2,004,s,l,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.08,750,l,l,l,h,NA,NA,NA,NA,p,261,p,832,a,NA,10,3,0,0,0,0,1,NA,2,004,s,l,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.17,751,m,p,p,h,l,rubu,a,NA,m,531,m,832,a,NA,10,4,NA,NA,NA,NA,NA,40,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,751,a,l,l,h,NA,NA,NA,NA,l,531,p,832,a,NA,10,3,0,0,0,0,0,NA,2,004,s,l,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.08,751,a,l,l,h,NA,NA,NA,NA,l,531,p,832,a,NA,10,3,0,0,0,0,0,NA,2,004,s,l,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,752,m,l,p,l,m,rubu,a,NA,p,316,a,NA,a,NA,10,NA,NA,NA,NA,NA,NA,0,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.07,752,m,l,a,p,NA,NA,NA,NA,p,375,a,NA,a,NA,10,0,0,0,0,0,0,NA,0,004,s,l,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.07,752,m,l,a,p,NA,NA,NA,NA,p,375,a,NA,a,NA,10,0,0,0,0,0,0,NA,0,004,s,l,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,753,m,m,p,l,m,rubu,a,NA,a,NA,a,NA,a,NA,10,NA,NA,NA,NA,NA,NA,0,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.07,753,m,m,p,p,NA,NA,NA,NA,p,531,a,NA,a,NA,10,0,0,0,0,0,0,NA,0,004,s,l,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.07,753,m,m,p,p,NA,NA,NA,NA,p,531,a,NA,a,NA,10,0,0,0,0,0,0,NA,0,004,s,l,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,754,l,m,p,l,m,rubu,a,NA,a,NA,a,NA,a,NA,10,NA,NA,NA,NA,NA,NA,0,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.07,754,l,m,p,l,NA,NA,NA,NA,p,832,a,NA,a,NA,10,0,0,0,0,0,0,NA,0,004,s,l,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.07,754,l,m,p,l,NA,NA,NA,NA,p,832,a,NA,a,NA,10,0,0,0,0,0,0,NA,0,004,s,l,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,755,m,m,a,l,m,rubu,a,NA,p,316,a,NA,a,NA,10,NA,NA,NA,NA,NA,NA,0,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.07,755,l,m,a,m,NA,NA,NA,NA,p,318,a,NA,a,NA,10,0,0,0,0,0,0,NA,1,004,s,m,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.07,755,l,m,a,m,NA,NA,NA,NA,p,318,a,NA,a,NA,10,0,0,0,0,0,0,NA,1,004,s,m,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,756,m,m,p,l,m,rubu,p,elae,p,761,a,NA,a,NA,10,NA,NA,NA,NA,NA,NA,0,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.07,756,m,m,a,p,NA,NA,NA,NA,p,761,a,NA,a,NA,10,0,0,0,0,0,0,NA,1,004,s,m,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.07,756,m,m,a,p,NA,NA,NA,NA,p,761,a,NA,a,NA,10,0,0,0,0,0,0,NA,1,004,s,m,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,757,m,m,a,l,m,rubu,p,elae,p,743,a,NA,p,viti,10,NA,NA,NA,NA,NA,NA,0,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.07,757,m,m,a,l,NA,NA,NA,535,p,743,a,NA,a,NA,10,0,0,0,0,0,0,NA,1,004,s,m,rubu,p,control,outside,2017,2020,4
red_pine,2021,2021.06.07,757,m,m,a,l,NA,NA,NA,535,p,743,a,NA,a,NA,10,0,0,0,0,0,0,NA,1,004,s,m,rubu,p,control,outside,2017,2021,5
red_pine,2022,NA,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,758,l,l,p,p,m,rubu,p,elae,p,531,p,833,a,NA,10,3,NA,NA,NA,NA,NA,30,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,758,a,l,p,p,NA,NA,NA,NA,p,372,p,833,p,999,10,4,0,0,0,0,0,NA,1,004,s,m,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.08,758,a,l,p,p,NA,NA,NA,NA,p,372,p,833,p,999,10,4,0,0,0,0,0,NA,1,004,s,m,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,759,l,l,p,l,l,rubu,p,elae,l,531,m,833,p,viti,10,4,NA,NA,NA,NA,NA,40,10,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,759,a,l,p,m,NA,NA,NA,NA,l,531,m,833,a,NA,10,3,0,0,0,0,0,NA,2,004,s,l,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.08,759,a,l,p,m,NA,NA,NA,NA,l,531,m,833,a,NA,10,3,0,0,0,0,0,NA,2,004,s,l,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,760,l,m,l,m,p,rubu,a,NA,m,743,l,833,p,viti,10,1,NA,NA,NA,NA,NA,10,10,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,760,p,m,l,m,NA,NA,NA,NA,m,743,m,833,p,999,10,1,0,1,0,0,0,NA,2,004,s,p,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.08,760,p,m,l,m,NA,NA,NA,NA,m,743,m,833,p,999,10,1,0,1,0,0,0,NA,2,004,s,p,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,761,l,m,l,p,m,rubu,a,NA,m,743,p,372,a,NA,10,NA,NA,NA,1,NA,NA,10,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,761,a,m,p,p,NA,NA,NA,NA,m,743,p,732,a,NA,10,0,0,0,1,0,0,NA,0,004,s,m,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.08,761,a,m,p,p,NA,NA,NA,NA,m,743,p,732,a,NA,10,0,0,0,1,0,0,NA,0,004,s,m,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,762,l,l,a,m,m,rubu,p,loni,m,743,a,NA,a,NA,10,NA,NA,NA,NA,NA,NA,0,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,762,l,l,p,l,NA,NA,NA,635,m,743,a,NA,p,999,10,0,0,0,0,0,0,NA,1,004,s,m,rubu,p,control,outside,2017,2020,4
red_pine,2021,2021.06.08,762,l,l,p,l,NA,NA,NA,635,m,743,a,NA,p,999,10,0,0,0,0,0,0,NA,1,004,s,m,rubu,p,control,outside,2017,2021,5
red_pine,2022,NA,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.16,763,a,l,p,m,l,rubu,a,NA,p,743,a,NA,a,NA,10,3,NA,NA,NA,NA,NA,30,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,763,a,m,p,m,NA,NA,NA,NA,p,743,p,832,a,NA,10,3,0,0,0,0,0,NA,1,004,s,l,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.08,763,a,m,p,m,NA,NA,NA,NA,p,743,p,832,a,NA,10,3,0,0,0,0,0,NA,1,004,s,l,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.17,764,p,m,p,l,l,rubu,a,NA,p,531,p,129,a,NA,10,1,NA,NA,NA,NA,1,20,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,764,a,m,p,p,NA,NA,NA,NA,a,NA,l,129,p,999,10,2,0,0,0,0,1,NA,2,004,s,l,rubu,a,control,outside,2017,2020,4
red_pine,2021,2021.06.08,764,a,m,p,p,NA,NA,NA,NA,a,NA,l,129,p,999,10,2,0,0,0,0,1,NA,2,004,s,l,rubu,a,control,outside,2017,2021,5
red_pine,2022,NA,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,outside,2017,2022,6
red_pine,2019,2020.07.17,765,m,m,a,m,p,rubu,a,NA,m,531,l,129,p,viti,10,NA,NA,NA,NA,NA,3,30,1,004,s,NA,NA,NA,control,outside,2017,2019,3
red_pine,2020,2021.06.08,765,l,m,a,m,NA,NA,NA,NA,m,531,l,129,p,999,10,0,0,0,0,0,2,NA,1,004,s,l,rubu,a,control,outside,2017,2020,4
