harvest,wall,location,point,count,season,cut,year,numb_yrs_grow,origin,spp,type,size,stems.per.acre
campridge,protected,interior,485,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,485,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,485,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,2025.6716964119687
campridge,protected,interior,485,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,0
campridge,protected,interior,485,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,485,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,485,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,485,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,2025.6716964119687
campridge,protected,interior,485,1,2021,2019,2021,2,singl/unk,sb,commercial,total,2025.6716964119687
campridge,protected,interior,485,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,0
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_short,0
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_med,0
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,3038.507544617953
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,0
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,3038.507544617953
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,total,3038.507544617953
campridge,protected,interior,487,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,0
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_short,0
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_med,0
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,3038.507544617953
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,0
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,3038.507544617953
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,total,3038.507544617953
campridge,protected,interior,488,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,770.317931218885
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_short,0
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_med,0
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,12154.030178471812
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,0
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,12154.030178471812
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,total,12154.030178471812
campridge,protected,interior,489,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_short,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_med,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,5064.179241029922
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,385.1589656094425
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,5449.338206639364
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,total,5449.338206639364
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,770.317931218885
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_short,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_med,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_tall,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_sapl,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_short,1012.8358482059843
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_med,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_tall,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_sapl,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,suppressed,0
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,exposed,1012.8358482059843
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,total,1012.8358482059843
campridge,protected,interior,490,1,2021,2019,2021,2,singl/unk,rm,commercial,winners,0
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_short,0
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_med,0
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,8102.686785647875
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,0
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,8102.686785647875
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,total,8102.686785647875
campridge,protected,interior,491,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_short,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_med,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,12154.030178471812
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,12154.030178471812
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,total,12154.030178471812
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_short,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_med,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_tall,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_sapl,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_short,1012.8358482059843
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_med,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_tall,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_sapl,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,suppressed,0
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,exposed,1012.8358482059843
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,total,1012.8358482059843
campridge,protected,interior,492,1,2021,2019,2021,2,singl/unk,rm,commercial,winners,0
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,sup_short,0
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,sup_med,0
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,sup_tall,0
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,sup_sapl,0
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,exp_short,4051.3433928239374
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,exp_med,0
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,exp_tall,0
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,exp_sapl,0
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,suppressed,0
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,exposed,4051.3433928239374
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,total,4051.3433928239374
campridge,protected,interior,493,1,2021,2019,2021,2,singl/unk,ro,commercial,winners,0
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,sup_short,0
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,sup_med,0
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,sup_tall,0
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,sup_sapl,0
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,exp_short,4051.3433928239374
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,exp_med,0
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,exp_tall,0
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,exp_sapl,0
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,suppressed,0
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,exposed,4051.3433928239374
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,total,4051.3433928239374
campridge,protected,interior,494,1,2021,2019,2021,2,veg,sm,commercial,winners,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_short,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_med,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_tall,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_sapl,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_short,1012.8358482059843
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_med,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_tall,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_sapl,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,suppressed,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,exposed,1012.8358482059843
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,total,1012.8358482059843
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,rm,commercial,winners,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_short,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_med,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,15192.537723089765
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,15192.537723089765
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,total,15192.537723089765
campridge,protected,interior,494,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,770.317931218885
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_short,0
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_med,0
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_tall,0
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,sup_sapl,0
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_short,1012.8358482059843
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_med,0
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_tall,0
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,exp_sapl,0
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,suppressed,0
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,exposed,1012.8358482059843
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,total,1012.8358482059843
campridge,protected,interior,495,1,2021,2019,2021,2,singl/unk,rm,commercial,winners,0
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_short,0
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_med,0
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,1012.8358482059843
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,0
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,1012.8358482059843
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,total,1012.8358482059843
campridge,protected,interior,496,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,sup_short,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,sup_med,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,sup_tall,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,sup_sapl,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,exp_short,1012.8358482059843
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,exp_med,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,exp_tall,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,exp_sapl,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,suppressed,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,exposed,1012.8358482059843
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,total,1012.8358482059843
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,ro,commercial,winners,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_short,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_med,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,3038.507544617953
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,3038.507544617953
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,total,3038.507544617953
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,sup_short,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,sup_med,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,sup_tall,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,sup_sapl,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,exp_short,1012.8358482059843
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,exp_med,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,exp_tall,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,exp_sapl,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,suppressed,0
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,exposed,1012.8358482059843
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,total,1012.8358482059843
campridge,protected,interior,498,1,2021,2019,2021,2,singl/unk,wa,commercial,winners,0
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_short,0
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_med,0
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,8102.686785647875
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,0
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,8102.686785647875
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,total,8102.686785647875
campridge,protected,interior,499,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,0
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_short,0
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_med,0
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_tall,0
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,sup_sapl,0
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_short,8102.686785647875
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_med,0
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_tall,0
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,exp_sapl,0
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,suppressed,0
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,exposed,8102.686785647875
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,total,8102.686785647875
campridge,protected,interior,500,1,2021,2019,2021,2,singl/unk,sb,commercial,winners,1155.4768968283274
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,sup_short,0
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,sup_med,0
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,sup_tall,0
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,sup_sapl,0
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,exp_short,2025.6716964119687
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,exp_med,0
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,exp_tall,0
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,exp_sapl,0
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,suppressed,0
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,exposed,2025.6716964119687
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,total,2025.6716964119687
sta_rd,control,control,701,1,2021,2017,2021,4,singl/unk,wa,commercial,winners,770.317931218885
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,sup_short,5064.179241029922
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,sup_med,0
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,sup_tall,0
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,sup_sapl,0
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,exp_short,8102.686785647875
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,exp_med,3081.27172487554
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,exp_tall,0
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,exp_sapl,0
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,suppressed,5064.179241029922
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,exposed,11183.958510523415
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,total,16248.137751553337
sta_rd,control,control,702,1,2021,2017,2021,4,singl/unk,sb,commercial,winners,1540.63586243777
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,sup_short,0
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,sup_med,0
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,sup_tall,0
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,sup_sapl,0
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,exp_short,2025.6716964119687
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,exp_med,770.317931218885
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,exp_tall,0
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,exp_sapl,0
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,suppressed,0
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,exposed,2795.9896276308536
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,total,2795.9896276308536
sta_rd,control,control,704,1,2021,2017,2021,4,veg,rm,commercial,winners,1540.63586243777
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,sup_short,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,sup_med,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,sup_tall,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,sup_sapl,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,exp_short,1012.8358482059843
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,exp_med,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,exp_tall,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,exp_sapl,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,suppressed,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,exposed,1012.8358482059843
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,total,1012.8358482059843
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,wa,commercial,winners,385.1589656094425
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,sup_short,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,sup_med,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,sup_tall,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,sup_sapl,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,exp_short,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,exp_med,385.1589656094425
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,exp_tall,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,exp_sapl,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,suppressed,0
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,exposed,385.1589656094425
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,total,385.1589656094425
sta_rd,control,control,707,1,2021,2017,2021,4,singl/unk,sb,commercial,winners,385.1589656094425
sta_rd,control,control,708,1,2021,2017,2021,4,singl/unk,wa,commercial,sup_short,0
