harvest,location,point,count,season,spp,origin,cut,year,numb_yrs_grow,wall,type,size,stems.per.acre
red_pine,interior,345,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,345,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_short,3038.507544617953
red_pine,interior,345,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_med,2310.953793656655
red_pine,interior,345,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,345,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,345,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,345,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exposed,5349.461338274608
red_pine,interior,345,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,total,5349.461338274608
red_pine,interior,345,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,winners,770.317931218885
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,exp_short,0
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,exp_med,1155.4768968283274
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,exposed,1155.4768968283274
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,total,1155.4768968283274
red_pine,interior,345,1,2020,wa,veg,2017,2020,3,protected,commercial,winners,770.317931218885
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_short,5064.179241029922
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_short,14179.70187488378
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_med,770.317931218885
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,suppressed,5064.179241029922
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exposed,14950.019806102664
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,total,20014.199047132584
red_pine,interior,346,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,winners,385.1589656094425
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,exp_short,4051.3433928239374
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,exp_med,770.317931218885
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,exposed,4821.661324042822
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,total,4821.661324042822
red_pine,interior,346,1,2020,rm,veg,2017,2020,3,protected,commercial,winners,0
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_short,1012.8358482059843
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_med,0
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exposed,1012.8358482059843
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,total,1012.8358482059843
red_pine,interior,346,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,winners,0
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_short,1012.8358482059843
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_med,0
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exposed,1012.8358482059843
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,total,1012.8358482059843
red_pine,interior,346,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,winners,0
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_short,6077.015089235906
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_med,385.1589656094425
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exposed,6462.174054845349
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,total,6462.174054845349
red_pine,interior,346,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,winners,0
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_short,2025.6716964119687
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_med,0
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exposed,2025.6716964119687
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,total,2025.6716964119687
red_pine,interior,347,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,winners,770.317931218885
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_short,1012.8358482059843
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_med,0
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exposed,1012.8358482059843
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,total,1012.8358482059843
red_pine,interior,347,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,winners,385.1589656094425
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_short,0
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_med,385.1589656094425
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exposed,385.1589656094425
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,total,385.1589656094425
red_pine,interior,347,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,winners,385.1589656094425
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_short,12154.030178471812
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_med,385.1589656094425
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exposed,12539.189144081254
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,total,12539.189144081254
red_pine,interior,348,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,winners,0
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_short,2025.6716964119687
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_med,0
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exposed,2025.6716964119687
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,total,2025.6716964119687
red_pine,interior,348,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,winners,0
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,exp_short,1012.8358482059843
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,exp_med,0
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,exposed,1012.8358482059843
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,total,1012.8358482059843
red_pine,interior,348,1,2020,bc,singl/unk,2017,2020,3,protected,commercial,winners,0
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_short,0
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_med,0
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_short,2025.6716964119687
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_med,385.1589656094425
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,suppressed,0
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,exposed,2410.830662021411
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,total,2410.830662021411
red_pine,interior,348,1,2020,ro,singl/unk,2017,2020,3,protected,commercial,winners,0
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_short,0
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_med,0
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_short,4051.3433928239374
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_med,0
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,suppressed,0
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exposed,4051.3433928239374
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,total,4051.3433928239374
boot,interior,349,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,winners,1155.4768968283274
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_short,0
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_med,0
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_short,1012.8358482059843
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_med,0
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,suppressed,0
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exposed,1012.8358482059843
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,total,1012.8358482059843
boot,interior,349,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,winners,385.1589656094425
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_short,0
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_med,0
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_short,1012.8358482059843
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_med,0
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,suppressed,0
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exposed,1012.8358482059843
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,total,1012.8358482059843
boot,interior,350,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,winners,385.1589656094425
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,sup_short,0
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,sup_med,0
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,sup_tall,0
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,sup_sapl,0
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,exp_short,0
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,exp_med,385.1589656094425
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,exp_tall,0
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,exp_sapl,0
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,suppressed,0
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,exposed,385.1589656094425
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,total,385.1589656094425
boot,interior,350,1,2020,rm,veg,2017,2020,3,protected,commercial,winners,385.1589656094425
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_short,0
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_med,0
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_short,5064.179241029922
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_med,0
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,suppressed,0
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,exposed,5064.179241029922
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,total,5064.179241029922
boot,interior,350,1,2020,wa,singl/unk,2017,2020,3,protected,commercial,winners,770.317931218885
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_short,0
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_med,0
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_short,6077.015089235906
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_med,0
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,suppressed,0
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exposed,6077.015089235906
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,total,6077.015089235906
boot,interior,351,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,winners,1540.63586243777
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_short,0
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_med,0
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_short,3038.507544617953
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_med,0
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,suppressed,0
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exposed,3038.507544617953
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,total,3038.507544617953
boot,interior,352,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,winners,1155.4768968283274
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_short,0
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_med,0
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_short,1012.8358482059843
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_med,0
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,suppressed,0
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exposed,1012.8358482059843
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,total,1012.8358482059843
boot,interior,352,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,winners,385.1589656094425
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_short,1012.8358482059843
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_med,0
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_short,0
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_med,0
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,suppressed,1012.8358482059843
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,exposed,0
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,total,1012.8358482059843
boot,interior,353,1,2020,rm,singl/unk,2017,2020,3,protected,commercial,winners,0
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_short,2025.6716964119687
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_med,0
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_short,6077.015089235906
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_med,770.317931218885
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,suppressed,2025.6716964119687
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exposed,6847.333020454791
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,total,8873.004716866759
boot,interior,353,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,winners,770.317931218885
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_short,0
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_med,0
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_tall,0
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,sup_sapl,0
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_short,1012.8358482059843
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_med,0
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_tall,0
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exp_sapl,0
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,suppressed,0
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,exposed,1012.8358482059843
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,total,1012.8358482059843
boot,interior,354,1,2020,sb,singl/unk,2017,2020,3,protected,commercial,winners,385.1589656094425
