harvest,season,cut,year,numb_yrs_grow,point,location,wall,spp,count,origin,type,size,stems.per.acre
recknagel,2023,2019,2023,4,143,perimeter,unprotected,ro,1,single,commercial,exp_med,1155.4648868471602
recknagel,2023,2019,2023,4,143,perimeter,unprotected,ro,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,143,perimeter,unprotected,ro,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,143,perimeter,unprotected,ro,1,single,commercial,suppressed,385.15496228238675
recknagel,2023,2019,2023,4,143,perimeter,unprotected,ro,1,single,commercial,exposed,1155.4648868471602
recknagel,2023,2019,2023,4,143,perimeter,unprotected,ro,1,single,commercial,total,1540.619849129547
recknagel,2023,2019,2023,4,144,perimeter,unprotected,rm,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,rm,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,rm,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,rm,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,rm,1,single,commercial,exp_short,2025.6506416604705
recknagel,2023,2019,2023,4,144,perimeter,unprotected,rm,1,single,commercial,exp_med,770.3099245647735
recknagel,2023,2019,2023,4,144,perimeter,unprotected,rm,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,rm,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,rm,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,rm,1,single,commercial,exposed,2795.960566225244
recknagel,2023,2019,2023,4,144,perimeter,unprotected,rm,1,single,commercial,total,2795.960566225244
recknagel,2023,2019,2023,4,144,perimeter,unprotected,sb,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,sb,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,sb,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,sb,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,sb,1,single,commercial,exp_short,5064.126604151176
recknagel,2023,2019,2023,4,144,perimeter,unprotected,sb,1,single,commercial,exp_med,1155.4648868471602
recknagel,2023,2019,2023,4,144,perimeter,unprotected,sb,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,sb,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,sb,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,sb,1,single,commercial,exposed,6219.591490998337
recknagel,2023,2019,2023,4,144,perimeter,unprotected,sb,1,single,commercial,total,6219.591490998337
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,1,single,commercial,exp_short,3038.4759624907056
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,1,single,commercial,exp_med,1155.4648868471602
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,1,single,commercial,exposed,4193.940849337866
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,1,single,commercial,total,4193.940849337866
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,5,clump,commercial,sup_short,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,5,clump,commercial,sup_med,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,5,clump,commercial,sup_tall,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,5,clump,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,5,clump,commercial,exp_short,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,5,clump,commercial,exp_med,1925.7748114119338
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,5,clump,commercial,exp_tall,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,5,clump,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,5,clump,commercial,suppressed,0
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,5,clump,commercial,exposed,1925.7748114119338
recknagel,2023,2019,2023,4,144,perimeter,unprotected,ro,5,clump,commercial,total,1925.7748114119338
recknagel,2023,2019,2023,4,145,perimeter,unprotected,rm,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,rm,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,rm,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,rm,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,rm,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,rm,1,single,commercial,exp_med,385.15496228238675
recknagel,2023,2019,2023,4,145,perimeter,unprotected,rm,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,rm,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,rm,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,rm,1,single,commercial,exposed,385.15496228238675
recknagel,2023,2019,2023,4,145,perimeter,unprotected,rm,1,single,commercial,total,385.15496228238675
recknagel,2023,2019,2023,4,145,perimeter,unprotected,wa,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,wa,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,wa,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,wa,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,wa,1,single,commercial,exp_short,13166.729170793058
recknagel,2023,2019,2023,4,145,perimeter,unprotected,wa,1,single,commercial,exp_med,7317.944283365348
recknagel,2023,2019,2023,4,145,perimeter,unprotected,wa,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,wa,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,wa,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,wa,1,single,commercial,exposed,20484.67345415841
recknagel,2023,2019,2023,4,145,perimeter,unprotected,wa,1,single,commercial,total,20484.67345415841
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ro,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ro,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ro,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ro,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ro,1,single,commercial,exp_short,1012.8253208302352
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ro,1,single,commercial,exp_med,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ro,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ro,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ro,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ro,1,single,commercial,exposed,1012.8253208302352
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ro,1,single,commercial,total,1012.8253208302352
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ba,25,clump,commercial,sup_short,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ba,25,clump,commercial,sup_med,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ba,25,clump,commercial,sup_tall,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ba,25,clump,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ba,25,clump,commercial,exp_short,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ba,25,clump,commercial,exp_med,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ba,25,clump,commercial,exp_tall,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ba,25,clump,commercial,exp_sapl,1354.0604142740158
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ba,25,clump,commercial,suppressed,0
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ba,25,clump,commercial,exposed,1354.0604142740158
recknagel,2023,2019,2023,4,145,perimeter,unprotected,ba,25,clump,commercial,total,1354.0604142740158
recknagel,2023,2019,2023,4,155,interior,unprotected,rm,1,single,commercial,sup_short,1012.8253208302352
recknagel,2023,2019,2023,4,155,interior,unprotected,rm,1,single,commercial,sup_med,770.3099245647735
recknagel,2023,2019,2023,4,155,interior,unprotected,rm,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,155,interior,unprotected,rm,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,155,interior,unprotected,rm,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,155,interior,unprotected,rm,1,single,commercial,exp_med,1155.4648868471602
recknagel,2023,2019,2023,4,155,interior,unprotected,rm,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,155,interior,unprotected,rm,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,155,interior,unprotected,rm,1,single,commercial,suppressed,1783.1352453950087
recknagel,2023,2019,2023,4,155,interior,unprotected,rm,1,single,commercial,exposed,1155.4648868471602
recknagel,2023,2019,2023,4,155,interior,unprotected,rm,1,single,commercial,total,2938.600132242169
recknagel,2023,2019,2023,4,155,interior,unprotected,sm,10,clump,commercial,sup_short,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sm,10,clump,commercial,sup_med,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sm,10,clump,commercial,sup_tall,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sm,10,clump,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sm,10,clump,commercial,exp_short,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sm,10,clump,commercial,exp_med,3851.5496228238676
recknagel,2023,2019,2023,4,155,interior,unprotected,sm,10,clump,commercial,exp_tall,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sm,10,clump,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sm,10,clump,commercial,suppressed,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sm,10,clump,commercial,exposed,3851.5496228238676
recknagel,2023,2019,2023,4,155,interior,unprotected,sm,10,clump,commercial,total,3851.5496228238676
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,1,single,commercial,exp_med,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,1,single,commercial,exp_tall,385.15496228238675
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,1,single,commercial,exposed,385.15496228238675
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,1,single,commercial,total,385.15496228238675
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,3,clump,commercial,sup_short,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,3,clump,commercial,sup_med,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,3,clump,commercial,sup_tall,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,3,clump,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,3,clump,commercial,exp_short,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,3,clump,commercial,exp_med,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,3,clump,commercial,exp_tall,1155.4648868471602
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,3,clump,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,3,clump,commercial,suppressed,0
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,3,clump,commercial,exposed,1155.4648868471602
recknagel,2023,2019,2023,4,155,interior,unprotected,sb,3,clump,commercial,total,1155.4648868471602
recknagel,2023,2019,2023,4,155,interior,unprotected,ro,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,155,interior,unprotected,ro,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,155,interior,unprotected,ro,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,155,interior,unprotected,ro,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,155,interior,unprotected,ro,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,155,interior,unprotected,ro,1,single,commercial,exp_med,385.15496228238675
recknagel,2023,2019,2023,4,155,interior,unprotected,ro,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,155,interior,unprotected,ro,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,155,interior,unprotected,ro,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,155,interior,unprotected,ro,1,single,commercial,exposed,385.15496228238675
recknagel,2023,2019,2023,4,155,interior,unprotected,ro,1,single,commercial,total,385.15496228238675
recknagel,2023,2019,2023,4,160,interior,unprotected,rm,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,160,interior,unprotected,rm,1,single,commercial,sup_med,385.15496228238675
recknagel,2023,2019,2023,4,160,interior,unprotected,rm,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,160,interior,unprotected,rm,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,rm,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,160,interior,unprotected,rm,1,single,commercial,exp_med,2310.9297736943204
recknagel,2023,2019,2023,4,160,interior,unprotected,rm,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,160,interior,unprotected,rm,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,rm,1,single,commercial,suppressed,385.15496228238675
recknagel,2023,2019,2023,4,160,interior,unprotected,rm,1,single,commercial,exposed,2310.9297736943204
recknagel,2023,2019,2023,4,160,interior,unprotected,rm,1,single,commercial,total,2696.084735976707
recknagel,2023,2019,2023,4,160,interior,unprotected,sb,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,160,interior,unprotected,sb,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,160,interior,unprotected,sb,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,160,interior,unprotected,sb,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,sb,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,160,interior,unprotected,sb,1,single,commercial,exp_med,385.15496228238675
recknagel,2023,2019,2023,4,160,interior,unprotected,sb,1,single,commercial,exp_tall,385.15496228238675
recknagel,2023,2019,2023,4,160,interior,unprotected,sb,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,sb,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,160,interior,unprotected,sb,1,single,commercial,exposed,770.3099245647735
recknagel,2023,2019,2023,4,160,interior,unprotected,sb,1,single,commercial,total,770.3099245647735
recknagel,2023,2019,2023,4,160,interior,unprotected,wa,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,160,interior,unprotected,wa,1,single,commercial,sup_med,770.3099245647735
recknagel,2023,2019,2023,4,160,interior,unprotected,wa,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,160,interior,unprotected,wa,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,wa,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,160,interior,unprotected,wa,1,single,commercial,exp_med,1540.619849129547
recknagel,2023,2019,2023,4,160,interior,unprotected,wa,1,single,commercial,exp_tall,385.15496228238675
recknagel,2023,2019,2023,4,160,interior,unprotected,wa,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,wa,1,single,commercial,suppressed,770.3099245647735
recknagel,2023,2019,2023,4,160,interior,unprotected,wa,1,single,commercial,exposed,1925.7748114119338
recknagel,2023,2019,2023,4,160,interior,unprotected,wa,1,single,commercial,total,2696.084735976707
recknagel,2023,2019,2023,4,160,interior,unprotected,bc,1,single,commercial,sup_short,1012.8253208302352
recknagel,2023,2019,2023,4,160,interior,unprotected,bc,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,160,interior,unprotected,bc,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,160,interior,unprotected,bc,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,bc,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,160,interior,unprotected,bc,1,single,commercial,exp_med,0
recknagel,2023,2019,2023,4,160,interior,unprotected,bc,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,160,interior,unprotected,bc,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,bc,1,single,commercial,suppressed,1012.8253208302352
recknagel,2023,2019,2023,4,160,interior,unprotected,bc,1,single,commercial,exposed,0
recknagel,2023,2019,2023,4,160,interior,unprotected,bc,1,single,commercial,total,1012.8253208302352
recknagel,2023,2019,2023,4,160,interior,unprotected,ro,1,single,commercial,sup_short,2025.6506416604705
recknagel,2023,2019,2023,4,160,interior,unprotected,ro,1,single,commercial,sup_med,770.3099245647735
recknagel,2023,2019,2023,4,160,interior,unprotected,ro,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ro,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ro,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ro,1,single,commercial,exp_med,8858.564132494896
recknagel,2023,2019,2023,4,160,interior,unprotected,ro,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ro,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ro,1,single,commercial,suppressed,2795.960566225244
recknagel,2023,2019,2023,4,160,interior,unprotected,ro,1,single,commercial,exposed,8858.564132494896
recknagel,2023,2019,2023,4,160,interior,unprotected,ro,1,single,commercial,total,11654.524698720139
recknagel,2023,2019,2023,4,160,interior,unprotected,ba,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ba,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ba,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ba,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ba,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ba,1,single,commercial,exp_med,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ba,1,single,commercial,exp_tall,385.15496228238675
recknagel,2023,2019,2023,4,160,interior,unprotected,ba,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ba,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,160,interior,unprotected,ba,1,single,commercial,exposed,385.15496228238675
recknagel,2023,2019,2023,4,160,interior,unprotected,ba,1,single,commercial,total,385.15496228238675
recknagel,2023,2019,2023,4,161,interior,unprotected,rm,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,161,interior,unprotected,rm,1,single,commercial,sup_med,1155.4648868471602
recknagel,2023,2019,2023,4,161,interior,unprotected,rm,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,161,interior,unprotected,rm,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,161,interior,unprotected,rm,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,161,interior,unprotected,rm,1,single,commercial,exp_med,2696.084735976707
recknagel,2023,2019,2023,4,161,interior,unprotected,rm,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,161,interior,unprotected,rm,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,161,interior,unprotected,rm,1,single,commercial,suppressed,1155.4648868471602
recknagel,2023,2019,2023,4,161,interior,unprotected,rm,1,single,commercial,exposed,2696.084735976707
recknagel,2023,2019,2023,4,161,interior,unprotected,rm,1,single,commercial,total,3851.549622823867
recknagel,2023,2019,2023,4,161,interior,unprotected,sb,1,single,commercial,sup_short,1012.8253208302352
recknagel,2023,2019,2023,4,161,interior,unprotected,sb,1,single,commercial,sup_med,770.3099245647735
recknagel,2023,2019,2023,4,161,interior,unprotected,sb,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,161,interior,unprotected,sb,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,161,interior,unprotected,sb,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,161,interior,unprotected,sb,1,single,commercial,exp_med,4236.704585106254
recknagel,2023,2019,2023,4,161,interior,unprotected,sb,1,single,commercial,exp_tall,770.3099245647735
recknagel,2023,2019,2023,4,161,interior,unprotected,sb,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,161,interior,unprotected,sb,1,single,commercial,suppressed,1783.1352453950087
recknagel,2023,2019,2023,4,161,interior,unprotected,sb,1,single,commercial,exposed,5007.014509671028
recknagel,2023,2019,2023,4,161,interior,unprotected,sb,1,single,commercial,total,6790.149755066036
recknagel,2023,2019,2023,4,161,interior,unprotected,wa,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,161,interior,unprotected,wa,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,161,interior,unprotected,wa,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,161,interior,unprotected,wa,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,161,interior,unprotected,wa,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,161,interior,unprotected,wa,1,single,commercial,exp_med,385.15496228238675
recknagel,2023,2019,2023,4,161,interior,unprotected,wa,1,single,commercial,exp_tall,385.15496228238675
recknagel,2023,2019,2023,4,161,interior,unprotected,wa,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,161,interior,unprotected,wa,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,161,interior,unprotected,wa,1,single,commercial,exposed,770.3099245647735
recknagel,2023,2019,2023,4,161,interior,unprotected,wa,1,single,commercial,total,770.3099245647735
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,sup_short,1012.8253208302352
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,sup_med,2310.9297736943204
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,exp_med,11554.648868471602
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,suppressed,3323.7550945245557
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,exposed,11554.648868471602
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,total,14878.403962996159
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,sup_med,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,exp_med,11554.648868471602
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,suppressed,0
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,exposed,11554.648868471602
recknagel,2023,2019,2023,4,161,interior,unprotected,ro,1,single,commercial,total,11554.648868471602
recknagel,2023,2019,2023,4,167,interior,unprotected,rm,1,single,commercial,sup_short,0
recknagel,2023,2019,2023,4,167,interior,unprotected,rm,1,single,commercial,sup_med,385.15496228238675
recknagel,2023,2019,2023,4,167,interior,unprotected,rm,1,single,commercial,sup_tall,0
recknagel,2023,2019,2023,4,167,interior,unprotected,rm,1,single,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,167,interior,unprotected,rm,1,single,commercial,exp_short,0
recknagel,2023,2019,2023,4,167,interior,unprotected,rm,1,single,commercial,exp_med,1540.619849129547
recknagel,2023,2019,2023,4,167,interior,unprotected,rm,1,single,commercial,exp_tall,0
recknagel,2023,2019,2023,4,167,interior,unprotected,rm,1,single,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,167,interior,unprotected,rm,1,single,commercial,suppressed,385.15496228238675
recknagel,2023,2019,2023,4,167,interior,unprotected,rm,1,single,commercial,exposed,1540.619849129547
recknagel,2023,2019,2023,4,167,interior,unprotected,rm,1,single,commercial,total,1925.7748114119338
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,sup_short,0
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,sup_med,0
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,sup_tall,0
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,sup_sapl,0
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,exp_short,0
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,exp_med,1540.619849129547
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,exp_tall,0
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,exp_sapl,0
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,suppressed,0
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,exposed,1540.619849129547
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,total,1540.619849129547
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,sup_short,0
recknagel,2023,2019,2023,4,167,interior,unprotected,sm,4,clump,commercial,sup_med,0
